pair_id,category,drawing_key_id_1,drawing_key_id_2,ci_lower_human,ci_upper_human,human_rating_mean,n_participants
99,bread,5647064799117312,5171820275695616,5.875,6.753124999999997,6.375,8
100,bread,5651594232201216,4859015139950592,1.3125,2.1875,1.6875,16
101,bread,5696286164516864,5595598931623936,4.75,6.5,5.666666666666667,12
102,bread,5701570400354304,6498196152909824,3.888888888888889,5.555555555555555,4.666666666666667,9
103,bread,5721906135171072,6584423447265280,6.5,7,6.833333333333333,6
104,bread,5722698418225152,5917724209315840,4.833333333333333,6.416666666666667,5.666666666666667,12
105,bread,5733702577422336,6224960148209664,4,5.8,4.9,10
106,bread,5744874814963712,5535194524155904,5.777777777777778,7,6.444444444444445,9
107,bread,5744874814963712,6707542673588224,5.181818181818182,6.2727272727272725,5.7272727272727275,11
108,bread,5760162193211392,5636664804245504,6.75,7,6.916666666666667,12
109,bread,5775278867480576,5205907686293504,3.7437500000000057,6.5,5.25,8
110,bread,5815057545953280,6064567316643840,6.7272727272727275,7,6.909090909090909,11
111,bread,5819741342007296,6311565882032128,2.142857142857143,3.5714285714285716,2.857142857142857,7
112,bread,5827846347948032,5245897371811840,5.384615384615385,6.615384615384615,6.076923076923077,13
113,bread,5829237367898112,5978086149455872,3.8,5.602499999999997,4.7,10
114,bread,5837141898690560,4962738298159104,4.416666666666667,6.416666666666667,5.5,12
115,bread,5837141898690560,6467393117224960,6.5,7,6.75,8
116,bread,5846211812655104,5165932383043584,2.75,4.833333333333333,3.75,12
117,bread,5856222525784064,5480653875314688,4.090909090909091,6.545454545454546,5.454545454545454,11
118,bread,5864737952759808,6691086019854336,3.6666666666666665,5.583333333333333,4.583333333333333,12
119,bread,5890358321872896,4872495620423680,4.75,6.833333333333333,5.916666666666667,12
120,bread,5901581356630016,6515227497594880,4.285714285714286,6.571428571428571,5.428571428571429,7
121,bread,5908474112245760,5420607380389888,5.428571428571429,6.571428571428571,6,7
122,bread,5924994133524480,5259242002972672,4.230769230769231,5.769230769230769,5,13
123,bread,5928295688306688,5051215396208640,7,7,7,6
124,bread,5928295688306688,6511590029393920,4.785714285714286,6.142857142857143,5.5,14
125,bread,5933599503155200,5446657397227520,5.75,7,6.5,8
126,bread,5944082205507584,5004023893590016,3.7,5.6,4.6,10
127,bread,5945648610279424,4655865820872704,5.875,7,6.5625,16
128,bread,5992469994930176,5655140797251584,4.714285714285714,6.571428571428571,5.714285714285714,7
129,bread,5996853831139328,6358669409124352,3.815909090909093,5.636363636363637,4.7272727272727275,11
130,bread,6017845701902336,6215611497578496,3.6,5.6,4.6,10
131,bread,6034519905796096,5126386987565056,3.142857142857143,5.146428571428569,4.142857142857143,7
132,bread,6038446244102144,5234962267635712,5.833333333333333,7,6.5,6
133,bread,6060647567589376,4905727405588480,5,6.285714285714286,5.642857142857143,14
134,bread,6067738042695680,6244417541242880,6.25,6.916666666666667,6.666666666666667,12
135,bread,6075263563595776,5155641351995392,4.906818181818184,6.636363636363637,5.818181818181818,11
136,bread,6087056570712064,5165292915261440,4.461538461538462,6,5.153846153846154,13
137,bread,6116265301114880,6200665334349824,5.875,6.875,6.375,8
138,bread,6131525416386560,6232117459550208,4.555555555555555,5.777777777777778,5.111111111111111,9
139,bread,6132053298905088,5244845192904704,3,5.4,3.8,5
140,bread,6138211606724608,4685170688917504,2.4166666666666665,4.166666666666667,3.3333333333333335,12
141,bread,6138211606724608,6526906755186688,2.933333333333333,4.668333333333332,3.8,15
142,bread,6139959394172928,5666224128131072,4.666666666666667,6.444444444444445,5.555555555555555,9
143,bread,6141023266799616,5487190345777152,3.5,5.625,4.5,8
144,bread,6171467471388672,6212038743293952,2.625,3.625,3.125,8
145,bread,6193506525642752,6246894344863744,5.3076923076923075,6.617307692307691,6.076923076923077,13
146,bread,6213338503577600,6747917865975808,4.1,6,5,10
147,bread,6254451545341952,5357274245627904,6.181818181818182,7,6.636363636363637,11
148,bread,6278667040718848,5380090357612544,5.3125,6.25,5.8125,16
149,bread,6290239205146624,4558417475665920,4.333333333333333,5.833333333333333,5.166666666666667,6
150,bread,6295430293880832,5216256258998272,5.997500000000002,7,6.6,10
151,bread,6323845130616832,5095247602253824,4,6.4,5.2,5
152,bread,6326609076289536,6557657190105088,2.875,5.75,4.375,8
153,bread,6329964049727488,6739095655022592,4.552777777777781,6.777777777777778,5.777777777777778,9
154,bread,6332315288469504,5593199454191616,4.397500000000003,6.3,5.4,10
155,bread,6332351040716800,6467672042635264,4.428571428571429,6.714285714285714,5.714285714285714,7
156,bread,6334333772103680,5599318100672512,3.0833333333333335,4.833333333333333,3.9166666666666665,12
157,bread,6351042251849728,5514579922649088,3.831250000000002,5.418749999999998,4.666666666666667,12
158,bread,6360677662851072,5344090143064064,6.7,7,6.9,10
159,bread,6364221648404480,5495939651338240,4.444444444444445,6.224999999999998,5.333333333333333,9
160,bread,6369939592052736,6737884654600192,4.75,6.75,5.75,8
161,bread,6378928467869696,5636664804245504,6.705882352941177,7,6.882352941176471,17
162,bread,6384812522733568,4922011958640640,6.7272727272727275,7,6.909090909090909,11
163,bread,6402266380632064,6114739950190592,4.545454545454546,6.2727272727272725,5.454545454545454,11
164,bread,6407123434995712,5866014464016384,3,5.2,4,5
165,bread,6429096269578240,5957502250254336,4,6.1,5.1,10
166,bread,6433422761263104,5383595248058368,3.9285714285714284,5.571428571428571,4.714285714285714,14
167,bread,6438206822154240,4803814508986368,6.3076923076923075,7,6.6923076923076925,13
168,bread,6445791277219840,6321989268537344,2.6666666666666665,4.888888888888889,3.6666666666666665,9
169,bread,6447242103750656,4576082256723968,5.777777777777778,6.891666666666665,6.444444444444445,9
170,bread,6462238451826688,4785026795307008,5.5,7,6.25,4
171,bread,6478436367335424,5114910465851392,5.823529411764706,6.588235294117647,6.235294117647059,17
172,bread,6481629813932032,5812575105187840,2.375,3.375,2.875,8
173,bread,6481629813932032,6358669409124352,5.2,6.7,6,10
174,bread,6489874741854208,6239885008568320,4.333333333333333,6.2,5.266666666666667,15
175,bread,6496685050036224,4813826077753344,6.142857142857143,7,6.714285714285714,7
176,bread,6496685050036224,5725384249180160,5.866666666666666,6.733333333333333,6.333333333333333,15
177,bread,6509840027353088,5248072961490944,5,6.6923076923076925,5.846153846153846,13
178,bread,6510861294239744,6701024460931072,6,7,6.5,4
179,bread,6512979614892032,5211894585491456,5.6,7,6.4,5
180,bread,6542276559896576,5059619024011264,2.888888888888889,5.444444444444445,4.111111111111111,9
181,bread,6559041377533952,5572000900710400,6.076923076923077,6.923076923076923,6.538461538461538,13
182,bread,6563035751645184,4893404058091520,5,6.780555555555552,6.111111111111111,9
183,bread,6589787022557184,6384812522733568,6.571428571428571,7,6.857142857142857,7
184,bread,6618717385392128,6415962309918720,3.7777777777777777,5.333333333333333,4.555555555555555,9
185,bread,6621407440011264,6288081978130432,2.2857142857142856,3.4285714285714284,2.857142857142857,7
186,bread,6625968498147328,6137759578193920,6.333333333333333,6.888888888888889,6.666666666666667,9
187,bread,6626243346694144,5867716999118848,3.3333333333333335,4.666666666666667,4,6
188,bread,6665264559030272,6139959394172928,4.666666666666667,6.558333333333331,5.666666666666667,9
189,bread,6669494766272512,5948753066328064,3,5,4,8
190,bread,6688507328200704,5998211846111232,5.75,6.833333333333333,6.333333333333333,12
191,bread,6702236426043392,6690949004525568,4.6923076923076925,6.230769230769231,5.461538461538462,13
192,bread,6703616133955584,6112946063147008,1.906818181818184,3.090909090909091,2.4545454545454546,11
193,bread,6713282566029312,6279235247276032,3.857142857142857,5.571428571428571,4.571428571428571,7
194,bread,6718722540568576,4773339434319872,5.833333333333333,7,6.5,6
195,bread,6727718769000448,4868310611001344,5.142857142857143,6.571428571428571,5.857142857142857,7
196,bread,6741019460632576,6720390380388352,3.2,4.8,3.9,10
197,bread,6744448807469056,5739182150385664,2.142857142857143,3.5714285714285716,2.7142857142857144,7
198,bread,6747649485045760,6749654328803328,4.428571428571429,6.142857142857143,5.357142857142857,14
199,bread,6749882679296000,5683149088489472,2.857142857142857,4.428571428571429,3.5714285714285716,7
200,bread,6750208023068672,4838273455226880,4,6,5,9
201,tree,4507637007777792,5506359007117312,3,4.538461538461538,3.769230769230769,13
202,tree,4514498452914176,5045351679524864,3,5.375,4.125,8
203,tree,4558391374512128,6704110596259840,3.3,5.4,4.4,10
204,tree,4559700781694976,6691873160691712,3.25,5.375,4.375,8
205,tree,4580306881347584,5174745467191296,2,2.857142857142857,2.4285714285714284,7
206,tree,4592989026385920,5001874006605824,2.7,4.2,3.4,10
207,tree,4592989026385920,5086907564294144,4.384615384615385,5.846153846153846,5.076923076923077,13
208,tree,4604872747909120,6580511281512448,5.5,6.7,6.1,10
209,tree,4607559971373056,5835679013535744,2.25,3.8333333333333335,3,12
210,tree,4646404377018368,6681960573304832,2.076923076923077,3.3076923076923075,2.6923076923076925,13
211,tree,4656344177049600,5687001888063488,2.4979166666666686,3.6666666666666665,3,12
212,tree,4659614236803072,6393343753846784,3.076923076923077,4.846153846153846,3.923076923076923,13
213,tree,4661648457465856,5022978049835008,4.111111111111111,6.111111111111111,5.222222222222222,9
214,tree,4667853879902208,6346891920932864,5.333333333333333,7,6.416666666666667,12
215,tree,4707338638327808,6739835475722240,3.7777777777777777,5.555555555555555,4.666666666666667,9
216,tree,4708881638883328,5367125659090944,3.5,5.571428571428571,4.571428571428571,14
217,tree,4721944261820416,5794425110265856,5.125,6.625,5.875,8
218,tree,4730719286853632,5325080026415104,1.6923076923076923,2.923076923076923,2.230769230769231,13
219,tree,4733652242006016,6427475242385408,3.2857142857142856,4.714285714285714,4,7
220,tree,4742438486802432,6227319846862848,4.083333333333333,5.583333333333333,4.833333333333333,12
221,tree,4746912655736832,6346891920932864,7,7,7,15
222,tree,4754237751820288,6231969887158272,4,6.25,5.25,12
223,tree,4771622672138240,6399144027488256,2.4,4.8024999999999975,3.5,10
224,tree,4777250606022656,6728984358289408,6.428571428571429,7,6.714285714285714,7
225,tree,4781795235069952,6629514828316672,6.125,7,6.625,8
226,tree,4793407400574976,5021520449503232,1.5,2.3,1.9,10
227,tree,4808756976156672,5394944229376000,5.636363636363637,6.818181818181818,6.2727272727272725,11
228,tree,4833264831299584,6299933638393856,1.8535714285714318,4.285714285714286,3,7
229,tree,4834441937551360,5745391112814592,4,6.5,5.5,8
230,tree,4863967757336576,5347951129919488,2.4,6,4.2,5
231,tree,4866146731819008,5708735160778752,5.666666666666667,6.888888888888889,6.333333333333333,9
232,tree,4875814367657984,5252928635928576,2.375,4.75,3.5,8
233,tree,4883105863172096,6073022391779328,5.5,7,6.25,4
234,tree,4929169806852096,4841224265531392,3.6,6,4.9,10
235,tree,4942365473112064,4616725163147264,2.425000000000003,4,3.142857142857143,7
236,tree,4948287830360064,4573178275823616,7,7,7,6
237,tree,4962187703484416,5432947106643968,3.8333333333333335,5.25,4.5,12
238,tree,4964647931215872,5411631251062784,4.5,6.125,5.25,8
239,tree,4969273292226560,5914595644407808,5,7,6,6
240,tree,4972097820426240,6424964968218624,5,6.444444444444445,5.777777777777778,9
241,tree,4975705777504256,4891858939412480,3.25,5.25,4.25,8
242,tree,4975705777504256,6110962455150592,5.363636363636363,7,6.454545454545454,11
243,tree,4993606987284480,6215830910009344,5.583333333333333,6.666666666666667,6.166666666666667,12
244,tree,4994591117803520,6102497246576640,2.5,4.378124999999997,3.5,8
245,tree,5009873450303488,6279764618772480,3.7777777777777777,5.888888888888889,4.888888888888889,9
246,tree,5037475460284416,6605035263754240,2.9,4.3,3.7,10
247,tree,5039160815517696,5273307853094912,2.5,3.753124999999997,3.125,9
248,tree,5047015186628608,6209153632567296,3.9975000000000023,6.3,5.2,10
249,tree,5055632770072576,6179685941641216,2.5,4.25,3.3333333333333335,12
250,tree,5055707562901504,6749607969161216,3.4522727272727294,5.545454545454546,4.545454545454546,11
251,tree,5104298172088320,6005399176085504,2.5,7,5.25,4
252,tree,5107052588302336,5169473847820288,5.3,6.4,5.9,10
253,tree,5112301692649472,6337442959327232,4.428571428571429,5.785714285714286,5.142857142857143,14
254,tree,5113119821004800,4958919220789248,3.888888888888889,5.333333333333333,4.666666666666667,9
255,tree,5114250873798656,5060717059244032,2.5833333333333335,3.3333333333333335,3,12
256,tree,5118934401417216,5748403667468288,2.1,4.1,3,10
257,tree,5129032486092800,4885966042955776,3.1818181818181817,4.454545454545454,3.8181818181818183,11
258,tree,5130195000360960,4640703244140544,2.4,5.1,3.7,10
259,tree,5130379159666688,4646269303652352,3.75,5.25,4.5,8
260,tree,5134134693330944,5254297275072512,3.5714285714285716,5.285714285714286,4.428571428571429,7
261,tree,5134134693330944,6475540087177216,3.909090909090909,6.093181818181816,5.181818181818182,11
262,tree,5144799529140224,6285104324280320,4.230769230769231,5.924999999999999,5.153846153846154,13
263,tree,5147511503192064,4860964920885248,3.25,5.75,4.5,8
264,tree,5148873020407808,5830302062608384,3.111111111111111,4.888888888888889,4,9
265,tree,5155894339829760,5725838915928064,4.375,6.125,5.25,8
266,tree,5161603961978880,6691046576619520,3.5,5,4.125,8
267,tree,5164092761309184,5899403510415360,2.3333333333333335,3.3333333333333335,2.8333333333333335,6
268,tree,5168918907846656,5845843049447424,4.333333333333333,6.833333333333333,5.666666666666667,6
269,tree,5183192241799168,4753236034584576,2.6666666666666665,4.444444444444445,3.5555555555555554,9
270,tree,5183192241799168,6576084143308800,2.8181818181818183,4.090909090909091,3.4545454545454546,11
271,tree,5183785098280960,6704008519483392,2.8,4.6,3.8,10
272,tree,5188495888875520,5241475400990720,4.333333333333333,5.780555555555552,5.111111111111111,9
273,tree,5191090451775488,5540948224245760,5.2,6.5,5.9,10
274,tree,5195205030445056,6725736373157888,5.833333333333333,7,6.5,6
275,tree,5261627857305600,6658538187259904,4.833333333333333,6.333333333333333,5.666666666666667,6
276,tree,5264652575440896,5097736317698048,1.8333333333333333,3.1666666666666665,2.5,6
277,tree,5286518522380288,5859979330322432,4.214285714285714,5.930357142857141,5.071428571428571,14
278,tree,5333845102559232,6475577814941696,6.142857142857143,6.857142857142857,6.571428571428571,7
279,tree,5378216153841664,4825033144795136,3.6134615384615403,4.615384615384615,4.076923076923077,13
280,tree,5393230117994496,6606710670098432,4.2,6.2,5.3,10
281,tree,5397981056466944,5559823997337600,1.7,2.8,2.2,10
282,tree,5410446918025216,6311665287036928,3.5555555555555554,5.666666666666667,4.666666666666667,9
283,tree,5416359288635392,4578476117983232,3.142857142857143,5.714285714285714,4.428571428571429,7
284,tree,5417418534944768,5708454767362048,5,6.666666666666667,5.833333333333333,6
285,tree,5427139807543296,5782657822621696,3,5.375,4.25,8
286,tree,5465383655964672,5708691795869696,4.6,6.3,5.5,10
287,tree,5481275638939648,5089586533367808,3.6666666666666665,6.833333333333333,5.5,6
288,tree,5484525100466176,6048833744142336,1.7142857142857142,3.7142857142857144,2.5714285714285716,7
289,tree,5498678397632512,6098342918488064,2.75,3.8333333333333335,3.25,12
290,tree,5502021924814848,5291858756370432,4.111111111111111,5.777777777777778,4.888888888888889,9
291,tree,5512375149002752,6085611746230272,1.8888888888888888,2.7777777777777777,2.3333333333333335,9
292,tree,5532733088464896,6397449797107712,3.75,5.875,4.75,8
293,tree,5546023545995264,6055544374689792,6.1,6.9,6.5,10
294,tree,5577263649128448,5844517297061888,4.3076923076923075,5.384615384615385,4.846153846153846,13
295,tree,5579564220678144,5499033231556608,3.4545454545454546,5.090909090909091,4.2727272727272725,11
296,tree,5579984255057920,5039879870218240,4,5.5,4.75,8
297,tree,5591976898461696,4846112856866816,4.416666666666667,6.083333333333333,5.25,12
298,tree,5595075864166400,6663567124201472,5.375,7,6.25,8
299,tree,5606326832988160,6425465445154816,2.5,3.5,3,6
300,tree,5644084460912640,6532474475642880,2.996875000000003,5.125,4.125,8
301,tree,5646240689684480,5045330821251072,2.375,4,3.125,8
302,tree,5656537441763328,5847868126527488,5.444444444444445,6.780555555555552,6.111111111111111,9
303,tree,5656537441763328,6617903266791424,5,6.333333333333333,5.75,12
304,tree,5661171501760512,5966033485561856,5.142857142857143,7,6.285714285714286,7
305,tree,5675218632704000,4600726577741824,4.285714285714286,6.571428571428571,5.428571428571429,7
306,tree,5702695061028864,4875461744132096,2.3,3.9,3.1,10
307,tree,5706205446012928,5886855977369600,2.4,3.9,3.2,10
308,tree,5713569683341312,4917750214426624,2.6363636363636362,4.181818181818182,3.3636363636363638,11
309,tree,5715537835327488,6207996487008256,4.833333333333333,6.5,5.666666666666667,6
310,tree,5717789341908992,6161991028703232,4.090909090909091,6.363636363636363,5.363636363636363,11
311,tree,5765477236211712,6221563919597568,4.416666666666667,6.583333333333333,5.666666666666667,12
312,tree,5776773335744512,5920154254835712,2.4285714285714284,3.8607142857142827,3.142857142857143,7
313,tree,5777096410398720,5003158591897600,5,6.3354166666666645,5.666666666666667,12
314,tree,5777096410398720,6123923475267584,3.1519230769230786,4.615384615384615,3.8461538461538463,13
315,tree,5796616957067264,5103641830621184,3.9166666666666665,5.583333333333333,4.75,12
316,tree,5796616957067264,6715240580382720,3,4.363636363636363,3.6363636363636362,11
317,tree,5819702553083904,6729583841771520,2.5,4.416666666666667,3.3333333333333335,12
318,tree,5827807223480320,6031422261297152,4.125,6,5,8
319,tree,5841177574113280,5827807223480320,2.5,4.1,3.3,10
320,tree,5841177574113280,6350651141390336,3.6,6.2,4.8,5
321,tree,5868475161509888,6469280705019904,2.8333333333333335,5.833333333333333,4.333333333333333,6
322,tree,5890820802609152,5195205030445056,3.3636363636363638,5.181818181818182,4.2727272727272725,11
323,tree,5902174435409920,5574339447488512,3.888888888888889,5.888888888888889,4.888888888888889,9
324,tree,5904019270664192,5241475400990720,4.571428571428571,6.428571428571429,5.571428571428571,7
325,tree,5909216902512640,6176961757970432,6.25,7,6.75,8
326,tree,5914386784845824,4840306753142784,5,6.402499999999998,5.8,10
327,tree,5921583124185088,4626048664731648,3.4545454545454546,5.7272727272727275,4.636363636363637,11
328,tree,5926676749877248,4681674581344256,1.8,3,2.4,10
329,tree,5931543690215424,5402923842404352,2.9964285714285745,4.714285714285714,4,7
330,tree,5939441929551872,6199291964030976,4.461538461538462,5.384615384615385,4.923076923076923,13
331,tree,5977442474786816,5726178365145088,6.153846153846154,6.6923076923076925,6.461538461538462,13
332,tree,5997606327025664,5596979495174144,2.5833333333333335,4.333333333333333,3.5,12
333,tree,6038139007139840,5100154451394560,3.875,6.25,5.125,8
334,tree,6042332719742976,5701759697682432,3.5454545454545454,4.638636363636362,4.090909090909091,11
335,tree,6043760192389120,5715981408141312,2.8,4.502499999999998,3.7,10
336,tree,6045379915153408,4753257341648896,3.5,6.5,5.125,9
337,tree,6047872673906688,5483012739301376,3,4.25,3.5833333333333335,12
338,tree,6072476129820672,5584651693326336,5.4,7,6.2,5
339,tree,6098342918488064,4703567510241280,3.7,5.2,4.4,10
340,tree,6110006556491776,6117959091093504,4.6923076923076925,6.076923076923077,5.461538461538462,13
341,tree,6131339407392768,4915355380088832,3.6666666666666665,5.6694444444444425,4.777777777777778,9
342,tree,6139330986770432,5553474576056320,4.555555555555555,6.222222222222222,5.444444444444445,9
343,tree,6153645844332544,5877076991148032,6.363636363636363,6.909090909090909,6.636363636363637,11
344,tree,6165497533956096,5268265729261568,4.222222222222222,6.777777777777778,5.666666666666667,9
345,tree,6167007219154944,5766791022247936,2.2,3.6,2.9,10
346,tree,6171554683551744,5525406348214272,2.888888888888889,5.555555555555555,4.222222222222222,9
347,tree,6172709857787904,5586847570853888,3.727272727272727,5.2727272727272725,4.454545454545454,11
348,tree,6203542975021056,5367574621585408,3.5714285714285716,5.857142857142857,5,7
349,tree,6232507345272832,5200899423076352,5.571428571428571,7,6.285714285714286,7
350,tree,6243335628914688,6381970412011520,3.357142857142857,5.071428571428571,4.214285714285714,14
351,tree,6250544093986816,5563124864253952,6.625,7,6.875,8
352,tree,6252463373942784,4523862182068224,3.2222222222222223,5.888888888888889,4.555555555555555,9
